Gene_names	CTRL_4h_1	CTRL_4h_2	CTRL_4h_3	SWTX143_50mpk_4h_1	SWTX143_50mpk_4h_2	SWTX143_50mpk_4h_3
DUSP5	20	45	34	10	20	20
SMC3	631	738	600	550	463	478
RBM20	0	0	2	1	1	1
PDCD4-AS1	4	16	11	18	20	22
PDCD4	233	426	328	468	453	430
MIR4680	0	0	0	0	0	0
BBIP1	116	219	178	185	124	121
SHOC2	387	431	442	342	342	323
RPL13AP6	1	2	2	1	4	4
ADRA2A	39	10	9	5	7	6
GPAM	46	70	58	53	36	52
TECTB	0	0	0	0	0	0
MIR6715B	0	0	0	0	0	0
MIR6715A	0	0	0	0	0	0
GUCY2GP	0	0	0	0	0	0
ACSL5	1	3	4	8	6	8
ZDHHC6	133	186	154	140	132	122
VTI1A	79	112	71	62	77	47
MIR4295	1	0	0	0	0	0
LOC103344931	27	63	40	31	23	27
TCF7L2	150	263	196	206	188	198
SNORA87	0	0	0	0	0	0
HABP2	0	0	0	1	0	1
NRAP	0	0	3	2	10	124
CASP7	55	77	84	51	35	46
PLEKHS1	1	0	0	0	0	0
MIR4483	0	0	0	0	0	0
DCLRE1A	52	55	29	33	21	34
NHLRC2	29	38	40	16	14	15
ADRB1	0	2	1	2	3	7
CCDC186	83	121	104	86	96	111
MIR2110	0	0	0	0	0	0
TDRD1	0	0	0	0	0	0
VWA2	4	3	2	2	2	2
AFAP1L2	91	93	71	98	84	76
ABLIM1	262	434	528	826	672	507
LOC101927692	0	2	0	0	1	1
FAM160B1	216	394	328	247	230	237
TRUB1	60	140	101	80	66	77
LOC102724589	0	1	0	0	0	0
ATRNL1	45	23	31	31	31	30
GFRA1	26	26	15	17	8	23
CCDC172	0	0	0	0	0	0
PNLIPRP3	0	0	0	0	0	0
PNLIPRP1	0	0	0	0	0	0
PNLIPRP2	0	0	0	0	0	0
C10orf82	0	1	0	1	0	0
HSPA12A	76	100	89	113	102	76
SHTN1	229	243	235	298	241	237
VAX1	0	0	0	0	0	0
MIR3663HG	0	0	0	0	0	0
MIR3663	0	0	0	0	0	0
KCNK18	0	0	0	0	0	0
SLC18A2	32	77	49	51	21	40
PDZD8	189	229	212	130	125	146
EMX2OS	0	0	0	0	0	0
EMX2	18	6	12	16	21	13
RAB11FIP2	121	182	173	112	131	131
CASC2	3	6	3	5	8	3
FAM204A	101	119	111	82	72	71
LINC00867	0	0	0	0	0	0
PRLHR	0	0	0	0	0	0
CACUL1	279	362	312	235	220	247
NANOS1	31	80	70	61	74	67
EIF3A	1091	1301	1063	730	718	725
SNORA19	0	1	0	0	0	0
FAM45A	1	2	0	0	1	1
FAM45BP	9	5	11	6	9	7
SFXN4	58	80	60	73	54	59
PRDX3	389	700	516	487	409	434
GRK5	28	30	17	28	41	36
MIR4681	0	0	0	0	0	0
RGS10	54	65	53	47	28	35
TIAL1	587	629	540	524	510	488
BAG3	462	688	490	252	278	258
INPP5F	49	93	66	62	46	55
MCMBP	211	370	285	241	167	191
SEC23IP	240	369	298	229	168	221
MIR4682	0	0	0	0	0	0
PLPP4	20	40	40	35	60	24
LINC01561	0	8	3	1	8	1
WDR11-AS1	0	0	0	0	0	0
WDR11	183	323	236	224	200	185
FGFR2	67	107	77	182	147	228
ATE1	57	100	81	57	44	67
ATE1-AS1	0	0	1	1	1	3
NSMCE4A	117	132	126	124	107	120
TACC2	55	127	106	59	47	75
BTBD16	0	1	3	1	3	2
PLEKHA1	273	449	446	295	207	254
MIR3941	0	0	0	0	0	0
ARMS2	1	0	1	1	0	0
HTRA1	157	413	511	246	214	204
DMBT1	0	1	0	0	0	0
C10orf120	0	0	0	0	0	0
DMBT1P1	0	0	0	0	0	0
CUZD1	0	0	0	0	0	0
FAM24B-CUZD1	0	0	0	0	0	0
FAM24B	8	4	6	5	4	2
LOC399815	5	8	3	5	2	0
FAM24A	0	0	0	0	0	0
C10orf88	28	56	47	28	21	25
PSTK	6	4	3	9	6	7
IKZF5	72	77	52	82	76	53
ACADSB	21	35	46	71	47	50
HMX3	0	0	0	0	0	0
HMX2	0	0	0	0	0	0
BUB3	417	635	474	327	276	311
GPR26	0	0	0	0	0	0
CHST15	107	281	201	58	60	48
OAT	244	374	340	304	255	246
NKX1-2	0	0	0	0	1	0
LHPP	43	102	96	78	91	61
FAM53B	94	169	148	129	124	97
FAM53B-AS1	0	0	0	0	0	1
METTL10	39	63	52	47	47	48
FAM175B	114	122	108	84	86	89
ZRANB1	200	278	242	225	185	205
CTBP2	393	492	424	298	274	274
MIR4296	0	0	0	0	0	0
TEX36-AS1	0	0	0	0	0	0
TEX36	0	0	0	0	0	0
LOC283038	2	5	0	4	4	2
FLJ37035	1	3	1	1	2	0
EDRF1	94	98	80	91	88	77
EDRF1-AS1	6	5	8	11	7	5
MMP21	0	0	1	0	0	0
UROS	117	203	149	134	120	118
MYCNOS	12	23	13	19	19	15
CAST	1960	3309	2774	2278	1931	2228
CRHR1-IT1	101	218	130	141	147	134
MIR4484	0	0	0	0	0	0
BCCIP	121	193	177	130	87	102
DHX32	71	124	87	67	37	56
FANK1	3	5	1	7	5	5
FANK1-AS1	0	0	0	0	0	0
ADAM12	360	672	645	154	157	136
LINC00601	0	0	0	0	0	0
C10orf90	0	2	0	1	2	1
DOCK1	230	420	305	232	192	200
FAM196A	3	4	0	2	3	4
NPS	0	0	0	0	0	0
FOXI2	0	0	0	0	0	0
CLRN3	0	1	1	1	0	1
PTPRE	138	264	198	161	147	128
AS-PTPRE	0	3	3	1	0	2
MKI67	728	981	645	326	262	366
LINC01163	0	0	0	0	0	0
MGMT	30	41	22	45	29	43
EBF3	48	32	33	35	59	71
MIR4297	0	0	0	0	0	0
LINC00959	1	3	2	1	1	1
CTAGE7P	3	6	3	7	4	7
GLRX3	278	363	333	246	243	283
MIR378C	0	0	0	0	0	0
TCERG1L	1	0	0	0	0	0
TCERG1L-AS1	0	0	0	0	0	0
LINC01164	0	1	0	1	1	0
PPP2R2D	119	139	137	112	110	120
BNIP3	132	289	326	130	109	119
JAKMIP3	5	8	2	17	10	10
DPYSL4	1	0	0	0	0	2
STK32C	17	37	26	18	15	17
LRRC27	14	11	9	11	16	13
PWWP2B	13	40	24	13	14	5
C10orf91	0	0	0	0	0	0
INPP5A	80	83	78	67	68	85
NKX6-2	0	0	0	0	0	0
CFAP46	2	1	1	1	2	1
LINC01166	0	0	0	0	0	0
LINC01167	0	0	0	0	0	0
LINC01168	0	0	0	0	0	0
ADGRA1-AS1	0	0	0	0	0	0
ADGRA1	0	0	0	0	0	0
KNDC1	67	143	114	211	160	138
UTF1	0	0	0	0	0	0
VENTX	0	0	0	0	0	0
MIR202HG	0	0	0	0	0	0
MIR202	0	0	0	0	0	0
ADAM8	32	51	28	43	36	33
TUBGCP2	248	386	296	278	256	231
ZNF511	50	114	79	59	59	62
CALY	0	3	4	2	4	8
PRAP1	0	0	0	0	0	1
FUOM	1	9	5	5	1	3
ECHS1	216	350	241	256	214	253
MIR3944	0	0	0	0	0	0
PAOX	5	12	3	7	7	6
MTG1	73	127	114	99	65	72
SPRN	16	39	32	18	21	23
SCART1	7	19	16	14	15	15
CYP2E1	6	14	13	60	89	36
SYCE1	0	0	0	0	0	0
SPRNP1	0	0	1	2	1	0
FRG2B	0	0	0	0	0	0
LINC01001	9	16	16	9	25	15
SCGB1C2	0	0	0	0	0	0
SCGB1C1	0	0	0	0	0	0
ODF3	0	0	0	0	0	0
BET1L	375	707	566	497	464	378
RIC8A	672	1264	964	613	556	579
MIR6743	0	0	0	0	0	0
SIRT3	90	177	128	157	141	107
PSMD13	462	717	584	446	421	436
NLRP6	0	0	0	0	0	0
PGGHG	247	554	374	392	352	334
IFITM5	0	0	0	0	0	0
IFITM2	654	1573	1271	778	732	634
IFITM1	86	326	377	94	92	65
IFITM3	3460	8299	7022	3382	3152	2689
B4GALNT4	210	468	402	386	347	356
PKP3	287	683	544	282	272	296
SIGIRR	45	101	79	83	81	53
ANO9	120	199	187	201	157	181
RNH1	964	1708	1407	1177	1169	1120
HRAS	111	218	180	79	98	106
LRRC56	23	35	23	28	28	21
LMNTD2	150	373	300	346	409	320
RASSF7	246	575	476	452	397	464
MIR210HG	32	149	114	25	36	25
MIR210	0	3	1	1	0	3
LOC143666	3	7	9	11	5	10
PHRF1	320	577	403	369	272	331
IRF7	122	266	301	134	119	108
CDHR5	0	3	6	2	3	1
SCT	1	4	1	2	10	2
DRD4	2	8	15	14	20	10
DEAF1	209	394	270	202	245	177
TMEM80	35	129	87	111	91	91
EPS8L2	859	1682	1270	828	763	707
TALDO1	420	621	560	441	426	359
PDDC1	227	558	438	437	375	369
LOC171391	17	37	32	35	27	22
CEND1	1	5	2	2	1	2
SLC25A22	368	537	505	296	251	259
PANO1	11	21	8	9	10	5
PIDD1	144	203	139	196	169	147
RPLP2	2256	3798	3290	2979	2806	2348
SNORA52	1	6	2	1	3	6
PNPLA2	541	1283	942	867	851	661
CRACR2B	3	16	10	15	13	10
CD151	1868	3617	2919	2509	2462	2467
POLR2L	275	694	568	405	348	406
TSPAN4	384	827	650	753	804	762
CHID1	218	351	271	309	279	264
AP2A2	503	908	747	617	600	478
MUC6	5	16	7	9	11	7
LOC101927503	4	13	13	14	7	11
MUC2	1	6	0	1	0	0
MUC5AC	0	0	0	0	0	0
MUC5B	0	1	1	1	1	0
MIR6744	0	0	0	0	0	0
TOLLIP	170	315	260	202	169	138
TOLLIP-AS1	0	0	1	0	2	0
BRSK2	3	5	7	7	3	7
MOB2	57	80	92	76	91	51
DUSP8	158	394	211	233	192	207
KRTAP5-AS1	18	56	28	40	19	26
KRTAP5-1	5	4	2	1	2	3
KRTAP5-2	4	18	10	9	8	9
KRTAP5-3	0	0	0	0	0	0
KRTAP5-4	0	0	0	0	0	0
KRTAP5-5	0	0	0	0	0	0
FAM99A	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0
KRTAP5-6	0	0	0	0	0	0
IFITM10	62	72	65	82	71	57
CTSD	2357	3859	3366	2702	2780	2057
SYT8	6	7	15	4	9	4
TNNI2	0	4	57	51	184	1777
LSP1	1	8	10	0	0	2
MIR4298	0	0	0	0	0	0
MIR7847	0	0	0	0	0	0
LINC01150	0	0	0	0	0	0
TNNT3	1	0	19	30	77	1019
MRPL23	148	299	233	179	143	178
SNORD131	0	1	1	0	1	1
MRPL23-AS1	6	21	13	23	8	22
LINC01219	0	5	5	2	3	2
HOTS	22	83	132	13	7	35
H19	38	154	286	10	12	49
MIR675	0	0	0	0	0	0
IGF2	0	1	0	0	0	1
INS-IGF2	0	0	0	0	0	0
MIR483	0	0	0	0	0	0
IGF2-AS	0	0	0	0	0	0
INS	0	0	0	0	0	0
TH	0	0	0	0	0	0
MIR4686	0	0	0	0	0	0
ASCL2	0	1	0	0	0	0
TSPAN32	3	3	0	6	4	7
CD81-AS1	109	252	196	203	210	164
CD81	1081	2322	1975	1779	1778	1489
TSSC4	131	217	164	131	106	131
TRPM5	1	0	0	1	0	0
KCNQ1	2	4	4	9	7	4
KCNQ1OT1	202	316	240	419	375	278
KCNQ1-AS1	2	4	1	9	6	5
KCNQ1DN	0	2	0	3	2	1
CDKN1C	59	133	93	182	215	127
SLC22A18AS	4	21	18	23	13	14
SLC22A18	64	134	92	106	100	83
PHLDA2	44	93	68	30	31	36
NAP1L4	525	939	676	525	443	503
SNORA54	0	0	0	0	0	0
CARS	264	469	364	215	240	189
OSBPL5	95	183	168	136	113	114
MRGPRG	0	0	0	0	0	0
MRGPRG-AS1	0	0	0	0	0	0
MRGPRE	0	0	0	0	0	0
ZNF195	158	201	137	152	105	137
TSSC2	0	0	1	1	0	0
OR7E12P	0	0	0	0	1	0
LOC101927708	0	0	0	0	0	0
TRPC2	0	0	0	0	0	0
ART5	0	0	0	0	0	0
ART1	0	0	0	0	0	1
CHRNA10	13	12	11	7	9	6
NUP98	864	1079	953	727	583	628
PGAP2	98	136	129	125	152	110
RHOG	248	404	406	248	206	196
STIM1	434	1249	917	629	577	762
MIR4687	0	0	0	0	0	0
RRM1	739	993	668	637	453	577
LOC100506082	0	1	0	0	1	0
OR52B4	0	0	0	0	0	0
TRIM21	105	203	197	124	130	138
OR52K2	0	0	0	0	0	0
OR52K1	0	0	0	0	0	0
OR52M1	0	0	0	0	0	0
C11orf40	0	0	0	0	0	0
OR52I2	0	0	0	0	0	0
OR52I1	0	0	0	0	0	0
TRIM68	66	129	80	128	105	90
OR51D1	0	0	0	0	0	0
OR51E1	0	1	0	1	3	1
OR51E2	0	0	0	0	0	0
OR51F1	0	0	0	0	0	0
OR52R1	0	0	0	0	0	0
OR51F2	0	0	0	0	0	0
OR51S1	0	0	0	0	0	0
OR51T1	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0
OR51G2	0	0	0	0	0	0
OR51G1	0	0	0	0	0	0
OR51A4	0	0	0	0	0	0
OR51A2	0	0	0	0	0	0
MMP26	0	0	0	0	0	0
OR51L1	0	0	0	0	0	0
OR52J3	0	0	0	0	0	0
OR52E2	0	0	0	0	0	0
OR52A5	0	0	0	0	0	0
OR52A1	0	0	0	0	0	0
OR51V1	0	0	0	0	0	0
HBB	8	8	10	10	3	14
HBD	0	0	0	0	0	0
HBBP1	0	0	0	0	0	0
BGLT3	0	0	0	0	0	0
HBG1	0	0	0	0	0	0
HBG2	0	0	0	0	0	0
HBE1	0	0	0	0	0	0
OR51B4	0	0	0	0	0	0
OR51B2	0	0	0	0	0	0
OR51B5	0	0	0	0	0	0
OR51B6	0	0	0	0	0	0
OR51M1	0	0	0	0	0	0
OR51Q1	0	0	0	0	0	0
OR51I1	0	0	0	0	0	0
OR51I2	0	0	0	0	0	0
OR52D1	0	0	0	0	0	0
UBQLN3	0	0	0	0	0	0
UBQLNL	3	9	4	6	6	7
OLFM5P	0	0	2	3	1	3
OR52H1	0	0	0	0	0	0
OR52B6	1	1	0	1	0	1
TRIM6	50	30	37	88	89	62
TRIM6-TRIM34	0	0	0	0	0	0
TRIM34	0	0	1	0	2	2
TRIM5	219	332	238	208	183	175
TRIM22	23	40	59	25	22	18
OR56B1	0	0	0	0	0	0
OR52N4	0	0	0	0	0	0
OR52N5	0	0	0	0	0	0
OR52N1	0	0	0	0	0	0
OR52N2	0	0	0	0	0	0
OR52E6	0	0	0	0	0	0
OR52E8	0	0	0	0	0	0
OR52E4	0	0	0	0	0	0
OR56A3	0	0	0	0	0	0
OR56A5	0	0	0	0	0	0
OR52L1	0	0	0	0	0	0
OR56A4	0	0	0	0	0	0
OR56A1	0	0	0	0	0	0
OR56B4	0	0	1	1	0	0
OR52B2	0	0	0	0	0	0
OR52W1	0	0	0	0	1	0
C11orf42	2	4	6	6	2	1
FAM160A2	156	233	193	232	229	222
CNGA4	0	0	0	1	0	0
CCKBR	0	0	0	0	0	0
PRKCDBP	82	217	184	123	150	117
SMPD1	140	246	185	162	148	102
APBB1	22	23	22	16	33	39
HPX	4	13	11	11	20	16
TRIM3	159	138	137	120	148	133
ARFIP2	371	445	386	346	340	358
TIMM10B	212	342	270	253	228	239
DNHD1	130	383	371	235	227	213
RRP8	59	102	82	81	54	56
ILK	771	1061	925	842	814	705
TAF10	380	436	414	424	405	418
TPP1	944	1565	1295	1175	1033	870
DCHS1	78	27	20	24	41	38
MRPL17	199	301	264	172	167	184
GVINP1	0	1	0	0	1	0
OR2AG2	0	0	0	0	0	0
OR2AG1	0	0	0	0	0	0
OR6A2	0	0	0	0	0	0
OR10A5	0	0	0	0	0	0
OR10A2	0	0	0	0	0	0
OR10A4	0	0	0	0	0	0
OR2D2	0	0	0	0	0	0
OR2D3	0	0	0	0	0	0
ZNF215	0	0	0	0	0	0
ZNF214	0	0	0	0	0	0
NLRP14	0	0	0	0	0	0
RBMXL2	0	0	0	0	0	0
MIR302E	0	0	0	0	0	0
SYT9	0	1	0	0	1	4
LOC100506258	3	8	3	3	7	4
OLFML1	1440	2774	1881	2934	2285	2413
PPFIBP2	78	184	124	158	167	155
CYB5R2	0	0	2	1	0	2
OVCH2	1	0	0	0	0	1
OR5P2	0	0	0	0	0	0
OR5P3	0	0	0	0	0	0
OR5E1P	0	0	2	0	0	0
LOC283299	0	0	0	0	0	0
OR10A6	0	0	0	0	0	0
OR10A3	0	0	0	0	0	0
NLRP10	0	0	0	0	0	0
EIF3F	1084	1581	1371	1224	1044	961
CASC23	0	0	0	0	0	0
TUB	48	103	71	88	72	86
TUB-AS1	0	0	0	0	0	0
RIC3	5	4	5	7	3	3
LMO1	2	3	13	7	8	16
STK33	8	10	6	21	9	10
TRIM66	123	247	193	244	229	190
RPL27A	3305	5333	4572	4003	3428	3391
SNORA3A	0	4	0	1	3	2
SNORA3B	1	1	2	1	0	1
ST5	675	976	812	607	601	458
LOC102724784	0	0	0	0	0	0
AKIP1	227	371	301	189	186	192
C11orf16	2	10	3	7	3	3
ASCL3	1	3	0	1	1	0
TMEM9B	261	443	329	319	278	290
TMEM9B-AS1	24	36	33	42	46	35
NRIP3	1	0	0	0	0	0
SCUBE2	29	9	7	12	21	8
MIR5691	0	0	0	0	0	0
KRT8P41	2	4	6	0	0	0
DENND5A	1155	1801	1608	1114	984	911
TMEM41B	114	271	235	93	97	94
IPO7	1957	2492	2299	1540	1226	1391
SNORA23	0	0	0	0	0	0
LOC644656	2	14	11	15	8	11
ZNF143	73	128	104	72	77	71
WEE1	150	205	155	127	111	130
SWAP70	147	209	204	123	138	138
LOC440028	1	0	6	2	2	6
SBF2-AS1	40	61	48	60	45	56
SBF2	264	350	299	268	260	250
LOC101928008	2	0	0	0	0	0
ADM	302	585	639	35	43	33
CAND1.11	1	1	0	0	0	0
AMPD3	115	80	106	49	47	36
MTRNR2L8	4	11	8	10	8	7
MIR4485	0	0	0	0	0	0
RNF141	127	160	146	206	174	138
MRVI1-AS1	1	0	0	1	0	0
LYVE1	0	0	1	0	0	0
MRVI1	4	6	0	3	3	1
CTR9	385	422	371	352	333	338
EIF4G2	10963	12738	10908	9999	9340	9732
SNORD97	3	4	4	6	7	2
LOC101928053	2	2	5	6	2	2
ZBED5	284	457	326	428	363	362
ZBED5-AS1	8	25	25	46	29	26
GALNT18	123	319	411	122	144	137
CSNK2A3	69	23	45	31	54	56
MIR4299	0	0	0	0	0	0
MIR8070	0	0	0	0	0	0
USP47	578	754	652	483	481	552
DKK3	41	87	89	28	26	24
LOC105376554	0	0	2	0	0	0
MICAL2	3096	4883	3985	2770	2352	2667
MIR6124	1	1	2	0	0	0
MICALCL	31	28	28	27	16	25
PARVA	1595	2838	2224	1691	1350	1429
TEAD1	1799	3160	2620	1971	1723	1773
LINC00958	0	0	0	0	0	0
RASSF10	1	1	0	0	3	0
ARNTL	128	94	105	119	61	132
BTBD10	264	337	310	239	187	181
PTH	0	0	0	0	0	0
FAR1	531	664	564	368	316	355
LOC101928132	0	0	0	0	0	0
SPON1	186	68	57	73	86	51
RRAS2	562	840	661	603	453	457
COPB1	1639	2143	1829	1270	1166	1189
PSMA1	1160	1746	1435	1271	1023	1105
PDE3B	14	11	19	26	35	23
CYP2R1	7	14	6	9	11	12
CALCA	0	0	0	0	0	0
CALCB	0	0	0	0	0	0
INSC	1	0	0	0	0	0
LOC102724957	0	0	0	0	0	0
SOX6	6	14	12	18	14	57
MIR6073	0	0	0	0	0	0
C11orf58	744	1087	907	945	699	791
ZBED9	4	2	1	0	1	1
OR7E14P	0	1	0	0	0	0
RPS13	1682	2901	2335	2186	1804	1890
PIK3C2A	449	768	734	414	333	347
NUCB2	687	1073	933	502	482	492
LOC105376575	80	132	137	67	52	46
NCR3LG1	62	175	150	45	41	61
KCNJ11	2	3	2	12	11	33
ABCC8	0	0	1	4	0	3
USH1C	0	2	2	1	0	3
OTOG	4	2	1	6	3	6
LOC102723330	0	0	0	0	0	0
MYOD1	0	0	0	0	0	7
KCNC1	5	14	4	84	65	100
SERGEF	27	55	46	39	45	40
TPH1	2	2	0	1	3	4
SAAL1	67	97	83	82	64	68
SAA3P	0	0	0	0	0	0
MRGPRX3	0	6	4	0	0	0
MRGPRX4	0	0	0	0	0	0
LOC494141	0	0	0	0	1	0
SAA4	3	5	7	0	0	1
SAA2-SAA4	0	0	0	0	0	0
SAA2	242	370	670	15	2	5
SAA1	639	1271	2109	91	29	28
HPS5	294	539	393	272	228	211
GTF2H1	405	598	550	494	395	400
LDHA	6900	14835	13933	5326	4140	4327
LDHC	0	0	0	1	0	0
LDHAL6A	0	2	5	6	4	5
TSG101	296	479	399	344	338	329
UEVLD	146	267	215	147	116	120
SPTY2D1-AS1	32	43	45	30	17	17
SPTY2D1	220	360	292	209	210	212
TMEM86A	14	13	12	13	37	11
IGSF22	1	5	1	2	4	1
PTPN5	1	1	7	1	1	0
MRGPRX2	0	0	0	0	0	0
ZDHHC13	140	214	156	134	112	116
CSRP3	0	1	2	0	1	26
E2F8	63	78	44	54	37	65
NAV2	391	442	298	572	611	483
NAV2-AS5	0	0	0	0	0	0
NAV2-AS4	0	0	0	1	0	1
MIR4486	0	0	0	0	0	0
LOC100126784	32	51	50	32	46	32
MIR4694	0	0	0	0	0	0
NAV2-AS2	21	30	18	29	21	26
DBX1	0	0	0	0	0	0
HTATIP2	88	151	103	73	72	48
PRMT3	159	234	186	147	122	148
SLC6A5	0	0	0	0	0	0
NELL1	0	0	0	0	0	1
ANO5	0	1	2	0	0	0
SLC17A6	0	0	0	0	0	0
LINC01495	0	0	0	0	0	0
FANCF	71	120	66	87	80	72
GAS2	2	3	1	3	8	3
SVIP	72	111	88	101	83	88
CCDC179	0	0	0	0	0	1
MIR8054	0	0	0	0	0	0
LUZP2	0	1	0	0	0	0
ANO3	3	0	0	1	2	0
LOC105376599	0	0	0	0	0	0
MUC15	1	0	0	1	0	1
SLC5A12	0	0	0	0	0	0
FIBIN	55	11	20	7	16	9
BBOX1	1	2	3	1	0	0
BBOX1-AS1	0	0	1	0	0	0
CCDC34	35	54	39	72	65	39
LGR4	80	160	169	180	170	161
LOC105376671	0	0	0	0	0	1
LIN7C	137	170	125	130	125	117
BDNF-AS	93	228	130	77	49	73
MIR8087	0	0	0	0	0	0
LINC00678	0	0	0	0	0	0
BDNF	449	964	703	316	288	261
KIF18A	172	230	138	101	62	106
MIR610	0	0	0	0	0	0
METTL15	81	149	104	107	104	85
MIR8068	0	0	0	0	0	0
LINC01616	0	1	0	0	0	0
KCNA4	3	13	9	5	5	5
FSHB	0	0	0	0	0	0
ARL14EP	160	247	184	208	168	174
MPPED2	3	6	2	5	1	7
DCDC5	0	0	0	2	0	0
DCDC1	0	0	0	0	0	2
DNAJC24	91	178	141	131	97	95
IMMP1L	63	49	47	74	57	92
ELP4	70	109	75	67	66	55
PAX6	31	62	47	44	35	44
DKFZp686K1684	0	0	0	0	0	0
PAUPAR	0	0	0	0	0	0
LOC100506675	0	0	0	0	0	0
RCN1	2101	3408	2854	1734	1482	1509
SNORA88	0	0	0	0	0	0
WT1	317	394	264	492	398	482
WT1-AS	30	42	28	53	48	47
EIF3M	959	1407	1218	1051	932	1016
CCDC73	226	336	311	299	238	286
PRRG4	10	21	12	7	8	4
QSER1	230	350	318	279	211	221
DEPDC7	8	15	11	8	3	7
TCP11L1	136	222	220	87	80	71
LINC00294	109	247	194	70	75	66
CSTF3	247	219	200	171	162	190
CSTF3-AS1	0	0	0	0	0	0
HIPK3	806	1072	992	829	778	944
KIAA1549L	7	5	9	7	2	3
C11orf91	0	1	1	0	0	0
CD59	1153	1785	1634	1130	1004	910
FBXO3	115	170	160	175	196	149
FBXO3-AS1	0	0	0	0	0	0
LMO2	40	29	51	77	97	75
CAPRIN1	2468	2925	2487	2008	1837	1759
NAT10	366	535	405	345	311	310
ABTB2	216	394	256	182	175	180
CAT	138	248	172	301	293	238
ELF5	0	0	0	3	4	0
EHF	0	0	3	12	9	9
APIP	82	124	110	91	54	86
PDHX	130	206	160	128	117	98
MIR1343	0	0	0	0	0	0
LOC100507144	0	1	0	1	2	0
CD44	3290	5586	5215	1582	1357	1632
SLC1A2	0	0	0	1	0	1
PAMR1	2	4	8	11	11	3
FJX1	142	261	219	202	197	188
TRIM44	1005	1587	1268	1172	992	911
LDLRAD3	82	149	83	150	113	100
MIR3973	0	0	0	0	0	0
LOC101928510	0	0	0	0	0	0
COMMD9	128	244	221	180	209	183
PRR5L	39	209	105	47	42	38
TRAF6	151	244	185	181	147	139
C11orf74	32	58	49	49	47	44
LOC105376633	0	0	0	0	0	0
LOC103312105	0	0	0	0	0	0
LINC01493	0	0	0	0	0	0
LRRC4C	4	3	0	5	4	0
LINC01499	0	0	0	0	0	0
LOC101928591	0	0	0	0	0	0
LOC100507205	0	0	0	0	0	0
HNRNPKP3	0	0	0	0	0	0
API5	714	955	791	662	561	552
TTC17	615	991	813	894	755	715
MIR670	0	0	0	0	0	0
MIR670HG	0	0	0	0	0	0
MIR129-2	0	0	0	0	0	0
HSD17B12	598	1440	1106	527	485	443
ALKBH3	105	151	178	128	91	101
SEC14L1P1	10	18	19	12	23	26
ALKBH3-AS1	0	1	3	3	3	3
C11orf96	13	11	15	6	4	6
ACCSL	0	0	0	0	0	0
ACCS	28	76	48	81	84	84
EXT2	690	861	748	482	417	425
ALX4	1	2	0	0	3	2
CD82	463	713	591	347	431	324
TSPAN18	66	99	65	49	42	52
TP53I11	263	471	359	212	186	186
LOC221122	0	0	0	0	0	0
MIR1231	0	0	0	0	0	0
ITPRIPL2	561	963	883	448	423	378
RHBDD3	77	143	98	96	92	84
SYT13	1	1	1	0	1	2
LOC101928812	0	0	0	0	0	0
LOC399886	0	0	0	0	0	0
CHST1	7	8	4	14	14	5
MIR7154	0	0	0	0	0	0
LOC100507384	0	0	0	0	0	0
DKFZp779M0652	0	0	0	0	0	0
SLC35C1	206	308	256	150	128	162
CRY2	87	99	83	117	145	99
MAPK8IP1	71	99	56	93	86	87
C11orf94	1	2	3	3	5	1
PEX16	90	140	82	75	94	90
LARGE2	10	12	10	11	5	6
PHF21A	332	460	454	434	431	377
LOC101928894	0	0	0	0	0	0
CREB3L1	138	37	42	45	38	41
DGKZ	413	706	613	404	390	381
MIR4688	0	0	0	0	0	0
MDK	856	2186	1621	1359	1419	967
CHRM4	26	110	81	7	4	11
AMBRA1	332	375	347	319	326	296
MIR3160-1	0	0	0	0	0	0
MIR3160-2	0	0	0	0	0	0
HARBI1	16	25	15	8	11	9
ATG13	564	1009	861	798	716	593
ARHGAP1	653	1114	936	742	592	531
ZNF408	66	137	79	83	79	68
F2	0	2	1	0	0	0
CKAP5	957	1376	1023	673	604	739
MIR5582	0	0	0	0	0	0
SNORD67	1	0	1	0	0	0
LRP4-AS1	6	0	5	3	4	3
LRP4	17	5	18	16	15	21
C11orf49	167	249	186	218	222	181
ARFGAP2	222	435	285	240	279	266
PACSIN3	55	112	85	119	91	80
MIR6745	0	0	0	0	0	0
DDB2	307	607	426	460	423	362
ACP2	151	221	213	200	180	155
NR1H3	64	114	104	148	194	125
MADD	259	523	399	443	414	387
LOC101928943	0	0	0	1	0	2
SPI1	151	74	122	90	141	85
MIR4487	0	0	0	0	0	0
SLC39A13	389	843	652	437	395	378
PSMC3	639	947	685	613	547	603
RAPSN	6	4	2	6	3	8
CELF1	854	1242	888	820	791	777
PTPMT1	215	369	354	236	206	211
KBTBD4	122	186	156	132	133	128
NDUFS3	225	346	311	271	248	270
FAM180B	0	0	1	0	1	1
C1QTNF4	2	3	2	2	3	6
MTCH2	550	775	611	479	445	507
AGBL2	38	52	48	68	56	38
FNBP4	521	961	797	807	779	730
NUP160	554	796	588	661	608	535
PTPRJ	581	890	568	505	425	432
MIR3161	2	1	0	0	0	0
OR4B1	0	0	0	0	0	0
OR4X2	0	0	0	0	0	0
OR4X1	0	0	0	0	0	0
OR4S1	0	0	0	0	0	0
OR4C3	0	0	0	0	0	0
